sample interval	and GSR
           4791	 10.235
           4792	 10.235
           4793	 10.235
           4794	 10.235
           4795	 10.235
           4796	 10.247
           4797	 10.247
           4798	 10.247
           4799	 10.247
           4800	 10.247
           4801	 10.247
           4802	 10.247
           4803	 10.247
           4804	 10.247
           4805	 10.247
           4806	 10.247
           4807	 10.264
           4808	 10.264
           4809	 10.264
           4810	 10.264
           4811	 10.264
           4812	 10.264
           4813	 10.264
           4814	 10.264
           4815	 10.264
           4816	 10.264
           4817	 10.264
           4818	 10.264
           4819	 10.287
           4820	 10.287
           4821	 10.287
           4822	 10.287
           4823	 10.287
           4824	 10.287
           4825	 10.287
           4826	 10.287
           4827	 10.287
           4828	 10.287
           4829	 10.287
           4830	 10.312
           4831	 10.312
           4832	 10.312
           4833	 10.312
           4834	 10.312
           4835	 10.312
           4836	 10.312
           4837	 10.312
           4838	 10.312
           4839	 10.312
           4840	 10.312
           4841	 10.312
           4842	 10.339
           4843	 10.339
           4844	 10.339
           4845	 10.339
           4846	 10.339
           4847	 10.339
           4848	 10.339
           4849	 10.339
           4850	 10.339
           4851	 10.339
           4852	 10.339
           4853	 10.369
           4854	 10.369
           4855	 10.369
           4856	 10.369
           4857	 10.369
           4858	 10.369
           4859	 10.369
           4860	 10.369
           4861	 10.369
           4862	 10.369
           4863	 10.369
           4864	 10.369
           4865	 10.406
           4866	 10.406
           4867	 10.406
           4868	 10.406
           4869	 10.406
           4870	 10.406
           4871	 10.406
           4872	 10.406
           4873	 10.406
           4874	 10.406
           4875	 10.406
           4876	 10.443
           4877	 10.443
           4878	 10.443
           4879	 10.443
           4880	 10.443
           4881	 10.443
           4882	 10.443
           4883	 10.443
           4884	 10.443
           4885	 10.443
           4886	 10.443
           4887	 10.443
           4888	 10.486
           4889	 10.486
           4890	 10.486
           4891	 10.486
           4892	 10.486
           4893	 10.486
           4894	 10.486
           4895	 10.486
           4896	 10.486
           4897	 10.486
           4898	 10.486
           4899	 10.530
           4900	 10.530
           4901	 10.530
           4902	 10.530
           4903	 10.530
           4904	 10.530
           4905	 10.530
           4906	 10.530
           4907	 10.530
           4908	 10.530
           4909	 10.530
           4910	 10.530
           4911	 10.578
           4912	 10.578
           4913	 10.578
           4914	 10.578
           4915	 10.578
           4916	 10.578
           4917	 10.578
           4918	 10.578
           4919	 10.578
           4920	 10.578
           4921	 10.578
           4922	 10.627
           4923	 10.627
           4924	 10.627
           4925	 10.627
           4926	 10.627
           4927	 10.627
           4928	 10.627
           4929	 10.627
           4930	 10.627
           4931	 10.627
           4932	 10.627
           4933	 10.627
           4934	 10.680
           4935	 10.680
           4936	 10.680
           4937	 10.680
           4938	 10.680
           4939	 10.680
           4940	 10.680
           4941	 10.680
           4942	 10.680
           4943	 10.680
           4944	 10.680
           4945	 10.734
           4946	 10.734
           4947	 10.734
           4948	 10.734
           4949	 10.734
           4950	 10.734
           4951	 10.734
           4952	 10.734
           4953	 10.734
           4954	 10.734
           4955	 10.734
           4956	 10.734
           4957	 10.794
           4958	 10.794
           4959	 10.794
           4960	 10.794
           4961	 10.794
           4962	 10.794
           4963	 10.794
           4964	 10.794
           4965	 10.794
           4966	 10.794
           4967	 10.794
           4968	 10.856
           4969	 10.856
           4970	 10.856
           4971	 10.856
           4972	 10.856
           4973	 10.856
           4974	 10.856
           4975	 10.856
           4976	 10.856
           4977	 10.856
           4978	 10.856
           4979	 10.856
           4980	 10.916
           4981	 10.916
           4982	 10.916
           4983	 10.916
           4984	 10.916
           4985	 10.916
           4986	 10.916
           4987	 10.916
           4988	 10.916
           4989	 10.916
           4990	 10.916
           4991	 10.978
           4992	 10.978
           4993	 10.978
           4994	 10.978
           4995	 10.978
           4996	 10.978
           4997	 10.978
           4998	 10.978
           4999	 10.978
           5000	 10.978
           5001	 10.978
           5002	 10.978
           5003	 11.040
           5004	 11.040
           5005	 11.040
           5006	 11.040
           5007	 11.040
           5008	 11.040
           5009	 11.040
           5010	 11.040
           5011	 11.040
           5012	 11.040
           5013	 11.040
           5014	 11.102
           5015	 11.102
           5016	 11.102
           5017	 11.102
           5018	 11.102
           5019	 11.102
           5020	 11.102
           5021	 11.102
           5022	 11.102
           5023	 11.102
           5024	 11.102
           5025	 11.102
           5026	 11.162
           5027	 11.162
           5028	 11.162
           5029	 11.162
           5030	 11.162
           5031	 11.162
           5032	 11.162
           5033	 11.162
           5034	 11.162
           5035	 11.162
           5036	 11.162
           5037	 11.221
           5038	 11.221
           5039	 11.221
           5040	 11.221
           5041	 11.221
           5042	 11.221
           5043	 11.221
           5044	 11.221
           5045	 11.221
           5046	 11.221
           5047	 11.221
           5048	 11.221
           5049	 11.281
           5050	 11.281
           5051	 11.281
           5052	 11.281
           5053	 11.281
           5054	 11.281
           5055	 11.281
           5056	 11.281
           5057	 11.281
           5058	 11.281
           5059	 11.281
           5060	 11.333
           5061	 11.333
           5062	 11.333
           5063	 11.333
           5064	 11.333
           5065	 11.333
           5066	 11.333
           5067	 11.333
           5068	 11.333
           5069	 11.333
           5070	 11.333
           5071	 11.333
           5072	 11.386
           5073	 11.386
           5074	 11.386
           5075	 11.386
           5076	 11.386
           5077	 11.386
           5078	 11.386
           5079	 11.386
           5080	 11.386
           5081	 11.386
           5082	 11.386
           5083	 11.438
           5084	 11.438
           5085	 11.438
           5086	 11.438
           5087	 11.438
           5088	 11.438
           5089	 11.438
           5090	 11.438
           5091	 11.438
           5092	 11.438
           5093	 11.438
           5094	 11.438
           5095	 11.487
           5096	 11.487
           5097	 11.487
           5098	 11.487
           5099	 11.487
           5100	 11.487
           5101	 11.487
           5102	 11.487
           5103	 11.487
           5104	 11.487
           5105	 11.487
           5106	 11.537
           5107	 11.537
           5108	 11.537
           5109	 11.537
           5110	 11.537
           5111	 11.537
           5112	 11.537
           5113	 11.537
           5114	 11.537
           5115	 11.537
           5116	 11.537
           5117	 11.537
           5118	 11.587
           5119	 11.587
           5120	 11.587
           5121	 11.587
           5122	 11.587
           5123	 11.587
           5124	 11.587
           5125	 11.587
           5126	 11.587
           5127	 11.587
           5128	 11.587
           5129	 11.632
           5130	 11.632
           5131	 11.632
           5132	 11.632
           5133	 11.632
           5134	 11.632
           5135	 11.632
           5136	 11.632
           5137	 11.632
           5138	 11.632
           5139	 11.632
           5140	 11.632
           5141	 11.679
           5142	 11.679
           5143	 11.679
           5144	 11.679
           5145	 11.679
           5146	 11.679
           5147	 11.679
           5148	 11.679
           5149	 11.679
           5150	 11.679
           5151	 11.679
           5152	 11.724
           5153	 11.724
           5154	 11.724
           5155	 11.724
           5156	 11.724
           5157	 11.724
           5158	 11.724
           5159	 11.724
           5160	 11.724
           5161	 11.724
           5162	 11.724
           5163	 11.724
           5164	 11.763
           5165	 11.763
           5166	 11.763
           5167	 11.763
           5168	 11.763
           5169	 11.763
           5170	 11.763
           5171	 11.763
           5172	 11.763
           5173	 11.763
           5174	 11.763
           5175	 11.793
           5176	 11.793
           5177	 11.793
           5178	 11.793
           5179	 11.793
           5180	 11.793
           5181	 11.793
           5182	 11.793
           5183	 11.793
           5184	 11.793
           5185	 11.793
           5186	 11.793
           5187	 11.826
           5188	 11.826
           5189	 11.826
           5190	 11.826
           5191	 11.826
           5192	 11.826
           5193	 11.826
           5194	 11.826
           5195	 11.826
           5196	 11.826
           5197	 11.826
           5198	 11.850
           5199	 11.850
           5200	 11.850
           5201	 11.850
           5202	 11.850
           5203	 11.850
           5204	 11.850
           5205	 11.850
           5206	 11.850
           5207	 11.850
           5208	 11.850
           5209	 11.850
           5210	 11.873
           5211	 11.873
           5212	 11.873
           5213	 11.873
           5214	 11.873
           5215	 11.873
           5216	 11.873
           5217	 11.873
           5218	 11.873
           5219	 11.873
           5220	 11.873
           5221	 11.893
           5222	 11.893
           5223	 11.893
           5224	 11.893
           5225	 11.893
           5226	 11.893
           5227	 11.893
           5228	 11.893
           5229	 11.893
           5230	 11.893
           5231	 11.893
           5232	 11.893
           5233	 11.908
           5234	 11.908
           5235	 11.908
           5236	 11.908
           5237	 11.908
           5238	 11.908
           5239	 11.908
           5240	 11.908
           5241	 11.908
           5242	 11.908
           5243	 11.908
           5244	 11.925
           5245	 11.925
           5246	 11.925
           5247	 11.925
           5248	 11.925
           5249	 11.925
           5250	 11.925
           5251	 11.925
           5252	 11.925
           5253	 11.925
           5254	 11.925
           5255	 11.925
           5256	 11.937
           5257	 11.937
           5258	 11.937
           5259	 11.937
           5260	 11.937
           5261	 11.937
           5262	 11.937
           5263	 11.937
           5264	 11.937
           5265	 11.937
           5266	 11.937
           5267	 11.950
           5268	 11.950
           5269	 11.950
           5270	 11.950
           5271	 11.950
           5272	 11.950
           5273	 11.950
           5274	 11.950
           5275	 11.950
           5276	 11.950
           5277	 11.950
           5278	 11.950
           5279	 11.965
           5280	 11.965
           5281	 11.965
           5282	 11.965
           5283	 11.965
           5284	 11.965
           5285	 11.965
           5286	 11.965
           5287	 11.965
           5288	 11.965
           5289	 11.965
           5290	 11.977
           5291	 11.977
           5292	 11.977
           5293	 11.977
           5294	 11.977
           5295	 11.977
           5296	 11.977
           5297	 11.977
           5298	 11.977
           5299	 11.977
           5300	 11.977
           5301	 11.977
           5302	 11.982
           5303	 11.982
           5304	 11.982
           5305	 11.982
           5306	 11.982
           5307	 11.982
           5308	 11.982
           5309	 11.982
           5310	 11.982
           5311	 11.982
           5312	 11.982
           5313	 11.985
           5314	 11.985
           5315	 11.985
           5316	 11.985
           5317	 11.985
           5318	 11.985
           5319	 11.985
           5320	 11.985
           5321	 11.985
           5322	 11.985
           5323	 11.985
           5324	 11.985
           5325	 11.985
           5326	 11.985
           5327	 11.985
           5328	 11.985
           5329	 11.985
           5330	 11.985
           5331	 11.985
           5332	 11.985
           5333	 11.985
           5334	 11.985
           5335	 11.985
           5336	 11.982
           5337	 11.982
           5338	 11.982
           5339	 11.982
           5340	 11.982
           5341	 11.982
           5342	 11.982
           5343	 11.982
           5344	 11.982
           5345	 11.982
           5346	 11.982
           5347	 11.982
           5348	 11.977
           5349	 11.977
           5350	 11.977
           5351	 11.977
           5352	 11.977
           5353	 11.977
           5354	 11.977
           5355	 11.977
           5356	 11.977
           5357	 11.977
           5358	 11.977
           5359	 11.975
           5360	 11.975
           5361	 11.975
           5362	 11.975
           5363	 11.975
           5364	 11.975
           5365	 11.975
           5366	 11.975
           5367	 11.975
           5368	 11.975
           5369	 11.975
           5370	 11.975
           5371	 11.970
           5372	 11.970
           5373	 11.970
           5374	 11.970
           5375	 11.970
           5376	 11.970
           5377	 11.970
           5378	 11.970
           5379	 11.970
           5380	 11.970
           5381	 11.970
           5382	 11.965
           5383	 11.965
           5384	 11.965
           5385	 11.965
           5386	 11.965
           5387	 11.965
           5388	 11.965
           5389	 11.965
           5390	 11.965
           5391	 11.965
           5392	 11.965
           5393	 11.965
           5394	 11.962
           5395	 11.962
           5396	 11.962
           5397	 11.962
           5398	 11.962
           5399	 11.962
           5400	 11.962
           5401	 11.962
           5402	 11.962
           5403	 11.962
           5404	 11.962
           5405	 11.957
           5406	 11.957
           5407	 11.957
           5408	 11.957
           5409	 11.957
           5410	 11.957
           5411	 11.957
           5412	 11.957
           5413	 11.957
           5414	 11.957
           5415	 11.957
           5416	 11.957
           5417	 11.947
           5418	 11.947
           5419	 11.947
           5420	 11.947
           5421	 11.947
           5422	 11.947
           5423	 11.947
           5424	 11.947
           5425	 11.947
           5426	 11.947
           5427	 11.947
           5428	 11.937
           5429	 11.937
           5430	 11.937
           5431	 11.937
           5432	 11.937
           5433	 11.937
           5434	 11.937
           5435	 11.937
           5436	 11.937
           5437	 11.937
           5438	 11.937
           5439	 11.937
           5440	 11.930
           5441	 11.930
           5442	 11.930
           5443	 11.930
           5444	 11.930
           5445	 11.930
           5446	 11.930
           5447	 11.930
           5448	 11.930
           5449	 11.930
           5450	 11.930
           5451	 11.920
           5452	 11.920
           5453	 11.920
           5454	 11.920
           5455	 11.920
           5456	 11.920
           5457	 11.920
           5458	 11.920
           5459	 11.920
           5460	 11.920
           5461	 11.920
           5462	 11.920
           5463	 11.905
           5464	 11.905
           5465	 11.905
           5466	 11.905
           5467	 11.905
           5468	 11.905
           5469	 11.905
           5470	 11.905
           5471	 11.905
           5472	 11.905
           5473	 11.905
           5474	 11.888
           5475	 11.888
           5476	 11.888
           5477	 11.888
           5478	 11.888
           5479	 11.888
           5480	 11.888
           5481	 11.888
           5482	 11.888
           5483	 11.888
           5484	 11.888
           5485	 11.888
           5486	 11.873
           5487	 11.873
           5488	 11.873
           5489	 11.873
           5490	 11.873
           5491	 11.873
           5492	 11.873
           5493	 11.873
           5494	 11.873
           5495	 11.873
           5496	 11.873
           5497	 11.855
           5498	 11.855
           5499	 11.855
           5500	 11.855
           5501	 11.855
           5502	 11.855
           5503	 11.855
           5504	 11.855
           5505	 11.855
           5506	 11.855
           5507	 11.855
           5508	 11.855
           5509	 11.838
           5510	 11.838
           5511	 11.838
           5512	 11.838
           5513	 11.838
           5514	 11.838
           5515	 11.838
           5516	 11.838
           5517	 11.838
           5518	 11.838
           5519	 11.838
           5520	 11.818
           5521	 11.818
           5522	 11.818
           5523	 11.818
           5524	 11.818
           5525	 11.818
           5526	 11.818
           5527	 11.818
           5528	 11.818
           5529	 11.818
           5530	 11.818
           5531	 11.818
           5532	 11.798
           5533	 11.798
           5534	 11.798
           5535	 11.798
           5536	 11.798
           5537	 11.798
           5538	 11.798
           5539	 11.798
           5540	 11.798
           5541	 11.798
           5542	 11.798
           5543	 11.778
           5544	 11.778
           5545	 11.778
           5546	 11.778
           5547	 11.778
           5548	 11.778
           5549	 11.778
           5550	 11.778
           5551	 11.778
           5552	 11.778
           5553	 11.778
           5554	 11.778
           5555	 11.761
           5556	 11.761
           5557	 11.761
           5558	 11.761
           5559	 11.761
           5560	 11.761
           5561	 11.761
           5562	 11.761
           5563	 11.761
           5564	 11.761
           5565	 11.761
           5566	 11.741
           5567	 11.741
           5568	 11.741
           5569	 11.741
           5570	 11.741
           5571	 11.741
           5572	 11.741
           5573	 11.741
           5574	 11.741
           5575	 11.741
           5576	 11.741
           5577	 11.741
           5578	 11.721
           5579	 11.721
           5580	 11.721
           5581	 11.721
           5582	 11.721
           5583	 11.721
           5584	 11.721
           5585	 11.721
           5586	 11.721
           5587	 11.721
           5588	 11.721
           5589	 11.701
           5590	 11.701
           5591	 11.701
           5592	 11.701
           5593	 11.701
           5594	 11.701
           5595	 11.701
           5596	 11.701
           5597	 11.701
           5598	 11.701
           5599	 11.701
           5600	 11.701
           5601	 11.681
           5602	 11.681
           5603	 11.681
           5604	 11.681
           5605	 11.681
           5606	 11.681
           5607	 11.681
           5608	 11.681
           5609	 11.681
           5610	 11.681
           5611	 11.681
           5612	 11.661
           5613	 11.661
           5614	 11.661
           5615	 11.661
           5616	 11.661
           5617	 11.661
           5618	 11.661
           5619	 11.661
           5620	 11.661
           5621	 11.661
           5622	 11.661
           5623	 11.661
           5624	 11.642
           5625	 11.642
           5626	 11.642
           5627	 11.642
           5628	 11.642
           5629	 11.642
           5630	 11.642
           5631	 11.642
           5632	 11.642
           5633	 11.642
           5634	 11.642
           5635	 11.622
           5636	 11.622
           5637	 11.622
           5638	 11.622
           5639	 11.622
           5640	 11.622
           5641	 11.622
           5642	 11.622
           5643	 11.622
           5644	 11.622
           5645	 11.622
           5646	 11.622
           5647	 11.604
           5648	 11.604
           5649	 11.604
           5650	 11.604
           5651	 11.604
           5652	 11.604
           5653	 11.604
           5654	 11.604
           5655	 11.604
           5656	 11.604
           5657	 11.604
           5658	 11.587
           5659	 11.587
           5660	 11.587
           5661	 11.587
           5662	 11.587
           5663	 11.587
           5664	 11.587
           5665	 11.587
           5666	 11.587
           5667	 11.587
           5668	 11.587
           5669	 11.587
           5670	 11.569
           5671	 11.569
           5672	 11.569
           5673	 11.569
           5674	 11.569
           5675	 11.569
           5676	 11.569
           5677	 11.569
           5678	 11.569
           5679	 11.569
           5680	 11.569
           5681	 11.552
           5682	 11.552
           5683	 11.552
           5684	 11.552
           5685	 11.552
           5686	 11.552
           5687	 11.552
           5688	 11.552
           5689	 11.552
           5690	 11.552
           5691	 11.552
           5692	 11.552
           5693	 11.535
           5694	 11.535
           5695	 11.535
           5696	 11.535
           5697	 11.535
           5698	 11.535
           5699	 11.535
           5700	 11.535
           5701	 11.535
           5702	 11.535
           5703	 11.535
           5704	 11.520
           5705	 11.520
           5706	 11.520
           5707	 11.520
           5708	 11.520
           5709	 11.520
           5710	 11.520
           5711	 11.520
           5712	 11.520
           5713	 11.520
           5714	 11.520
           5715	 11.520
           5716	 11.500
           5717	 11.500
           5718	 11.500
           5719	 11.500
           5720	 11.500
           5721	 11.500
           5722	 11.500
           5723	 11.500
           5724	 11.500
           5725	 11.500
           5726	 11.500
           5727	 11.485
           5728	 11.485
           5729	 11.485
           5730	 11.485
           5731	 11.485
           5732	 11.485
           5733	 11.485
           5734	 11.485
           5735	 11.485
           5736	 11.485
           5737	 11.485
           5738	 11.485
           5739	 11.470
           5740	 11.470
           5741	 11.470
           5742	 11.470
           5743	 11.470
           5744	 11.470
           5745	 11.470
           5746	 11.470
           5747	 11.470
           5748	 11.470
           5749	 11.470
           5750	 11.453
           5751	 11.453
           5752	 11.453
           5753	 11.453
           5754	 11.453
           5755	 11.453
           5756	 11.453
           5757	 11.453
           5758	 11.453
           5759	 11.453
           5760	 11.453
           5761	 11.453
           5762	 11.438
           5763	 11.438
           5764	 11.438
           5765	 11.438
           5766	 11.438
           5767	 11.438
           5768	 11.438
           5769	 11.438
           5770	 11.438
           5771	 11.438
           5772	 11.438
           5773	 11.423
           5774	 11.423
           5775	 11.423
           5776	 11.423
           5777	 11.423
           5778	 11.423
           5779	 11.423
           5780	 11.423
           5781	 11.423
           5782	 11.423
           5783	 11.423
           5784	 11.423
           5785	 11.408
           5786	 11.408
           5787	 11.408
           5788	 11.408
           5789	 11.408
           5790	 11.408
           5791	 11.408
           5792	 11.408
           5793	 11.408
           5794	 11.408
           5795	 11.408
           5796	 11.395
           5797	 11.395
           5798	 11.395
           5799	 11.395
           5800	 11.395
           5801	 11.395
           5802	 11.395
           5803	 11.395
           5804	 11.395
           5805	 11.395
           5806	 11.395
           5807	 11.395
           5808	 11.381
           5809	 11.381
           5810	 11.381
           5811	 11.381
           5812	 11.381
           5813	 11.381
           5814	 11.381
           5815	 11.381
           5816	 11.381
           5817	 11.381
           5818	 11.381
           5819	 11.368
           5820	 11.368
           5821	 11.368
           5822	 11.368
           5823	 11.368
           5824	 11.368
           5825	 11.368
           5826	 11.368
           5827	 11.368
           5828	 11.368
           5829	 11.368
           5830	 11.368
           5831	 11.356
           5832	 11.356
           5833	 11.356
           5834	 11.356
           5835	 11.356
           5836	 11.356
           5837	 11.356
           5838	 11.356
           5839	 11.356
           5840	 11.356
           5841	 11.356
           5842	 11.346
           5843	 11.346
           5844	 11.346
           5845	 11.346
           5846	 11.346
           5847	 11.346
           5848	 11.346
           5849	 11.346
           5850	 11.346
           5851	 11.346
           5852	 11.346
           5853	 11.346
           5854	 11.333
           5855	 11.333
           5856	 11.333
           5857	 11.333
           5858	 11.333
           5859	 11.333
           5860	 11.333
           5861	 11.333
           5862	 11.333
           5863	 11.333
           5864	 11.333
           5865	 11.323
           5866	 11.323
           5867	 11.323
           5868	 11.323
           5869	 11.323
           5870	 11.323
           5871	 11.323
           5872	 11.323
           5873	 11.323
           5874	 11.323
           5875	 11.323
           5876	 11.323
           5877	 11.313
           5878	 11.313
           5879	 11.313
           5880	 11.313
           5881	 11.313
           5882	 11.313
           5883	 11.313
           5884	 11.313
           5885	 11.313
           5886	 11.313
           5887	 11.313
           5888	 11.303
           5889	 11.303
           5890	 11.303
           5891	 11.303
           5892	 11.303
           5893	 11.303
           5894	 11.303
           5895	 11.303
           5896	 11.303
           5897	 11.303
           5898	 11.303
           5899	 11.303
           5900	 11.296
           5901	 11.296
           5902	 11.296
           5903	 11.296
           5904	 11.296
           5905	 11.296
           5906	 11.296
           5907	 11.296
           5908	 11.296
           5909	 11.296
           5910	 11.296
           5911	 11.291
           5912	 11.291
           5913	 11.291
           5914	 11.291
           5915	 11.291
           5916	 11.291
           5917	 11.291
           5918	 11.291
           5919	 11.291
           5920	 11.291
           5921	 11.291
           5922	 11.291
           5923	 11.286
           5924	 11.286
           5925	 11.286
           5926	 11.286
           5927	 11.286
           5928	 11.286
           5929	 11.286
           5930	 11.286
           5931	 11.286
           5932	 11.286
           5933	 11.286
           5934	 11.284
           5935	 11.284
           5936	 11.284
           5937	 11.284
           5938	 11.284
           5939	 11.284
           5940	 11.284
           5941	 11.284
           5942	 11.284
           5943	 11.284
           5944	 11.284
           5945	 11.284
           5946	 11.284
           5947	 11.284
           5948	 11.284
           5949	 11.284
           5950	 11.284
           5951	 11.284
           5952	 11.284
           5953	 11.284
           5954	 11.284
           5955	 11.284
           5956	 11.284
           5957	 11.286
           5958	 11.286
           5959	 11.286
           5960	 11.286
           5961	 11.286
           5962	 11.286
           5963	 11.286
           5964	 11.286
           5965	 11.286
           5966	 11.286
           5967	 11.286
           5968	 11.286
           5969	 11.291
           5970	 11.291
           5971	 11.291
           5972	 11.291
           5973	 11.291
           5974	 11.291
           5975	 11.291
           5976	 11.291
           5977	 11.291
           5978	 11.291
           5979	 11.291
           5980	 11.299
           5981	 11.299
           5982	 11.299
           5983	 11.299
           5984	 11.299
           5985	 11.299
           5986	 11.299
           5987	 11.299
           5988	 11.299
           5989	 11.299
           5990	 11.299
           5991	 11.299
           5992	 11.311
           5993	 11.311
           5994	 11.311
           5995	 11.311
           5996	 11.311
           5997	 11.311
           5998	 11.311
           5999	 11.311
           6000	 11.311
           6001	 11.311
           6002	 11.311
           6003	 11.323
           6004	 11.323
           6005	 11.323
           6006	 11.323
           6007	 11.323
           6008	 11.323
           6009	 11.323
           6010	 11.323
           6011	 11.323
           6012	 11.323
           6013	 11.323
           6014	 11.323
           6015	 11.338
           6016	 11.338
           6017	 11.338
           6018	 11.338
           6019	 11.338
           6020	 11.338
           6021	 11.338
           6022	 11.338
           6023	 11.338
           6024	 11.338
           6025	 11.338
           6026	 11.358
           6027	 11.358
           6028	 11.358
           6029	 11.358
           6030	 11.358
           6031	 11.358
           6032	 11.358
           6033	 11.358
           6034	 11.358
           6035	 11.358
           6036	 11.358
           6037	 11.358
           6038	 11.381
           6039	 11.381
           6040	 11.381
           6041	 11.381
           6042	 11.381
           6043	 11.381
           6044	 11.381
           6045	 11.381
           6046	 11.381
           6047	 11.381
           6048	 11.381
           6049	 11.408
           6050	 11.408
           6051	 11.408
           6052	 11.408
           6053	 11.408
           6054	 11.408
           6055	 11.408
           6056	 11.408
           6057	 11.408
           6058	 11.408
           6059	 11.408
           6060	 11.408
           6061	 11.435
           6062	 11.435
           6063	 11.435
           6064	 11.435
           6065	 11.435
           6066	 11.435
           6067	 11.435
           6068	 11.435
           6069	 11.435
           6070	 11.435
           6071	 11.435
           6072	 11.465
           6073	 11.465
           6074	 11.465
           6075	 11.465
           6076	 11.465
           6077	 11.465
           6078	 11.465
           6079	 11.465
           6080	 11.465
           6081	 11.465
           6082	 11.465
           6083	 11.465
           6084	 11.500
           6085	 11.500
           6086	 11.500
           6087	 11.500
           6088	 11.500
           6089	 11.500
           6090	 11.500
           6091	 11.500
           6092	 11.500
           6093	 11.500
           6094	 11.500
           6095	 11.535
           6096	 11.535
           6097	 11.535
           6098	 11.535
           6099	 11.535
           6100	 11.535
           6101	 11.535
           6102	 11.535
           6103	 11.535
           6104	 11.535
           6105	 11.535
           6106	 11.535
           6107	 11.574
           6108	 11.574
           6109	 11.574
           6110	 11.574
           6111	 11.574
           6112	 11.574
           6113	 11.574
           6114	 11.574
           6115	 11.574
           6116	 11.574
           6117	 11.574
           6118	 11.614
           6119	 11.614
           6120	 11.614
           6121	 11.614
           6122	 11.614
           6123	 11.614
           6124	 11.614
           6125	 11.614
           6126	 11.614
           6127	 11.614
           6128	 11.614
           6129	 11.614
           6130	 11.656
           6131	 11.656
           6132	 11.656
           6133	 11.656
           6134	 11.656
           6135	 11.656
           6136	 11.656
           6137	 11.656
           6138	 11.656
           6139	 11.656
           6140	 11.656
           6141	 11.701
           6142	 11.701
           6143	 11.701
           6144	 11.701
           6145	 11.701
           6146	 11.701
           6147	 11.701
           6148	 11.701
           6149	 11.701
           6150	 11.701
           6151	 11.701
           6152	 11.701
           6153	 11.746
           6154	 11.746
           6155	 11.746
           6156	 11.746
           6157	 11.746
           6158	 11.746
           6159	 11.746
           6160	 11.746
           6161	 11.746
           6162	 11.746
           6163	 11.746
           6164	 11.793
           6165	 11.793
           6166	 11.793
           6167	 11.793
           6168	 11.793
           6169	 11.793
           6170	 11.793
           6171	 11.793
           6172	 11.793
           6173	 11.793
           6174	 11.793
           6175	 11.793
           6176	 11.840
           6177	 11.840
           6178	 11.840
           6179	 11.840
           6180	 11.840
           6181	 11.840
           6182	 11.840
           6183	 11.840
           6184	 11.840
           6185	 11.840
           6186	 11.840
           6187	 11.890
           6188	 11.890
           6189	 11.890
           6190	 11.890
           6191	 11.890
           6192	 11.890
           6193	 11.890
           6194	 11.890
           6195	 11.890
           6196	 11.890
           6197	 11.890
           6198	 11.890
           6199	 11.937
           6200	 11.937
           6201	 11.937
           6202	 11.937
           6203	 11.937
           6204	 11.937
           6205	 11.937
           6206	 11.937
           6207	 11.937
           6208	 11.937
           6209	 11.937
           6210	 11.987
           6211	 11.987
           6212	 11.987
           6213	 11.987
           6214	 11.987
           6215	 11.987
           6216	 11.987
           6217	 11.987
           6218	 11.987
           6219	 11.987
           6220	 11.987
           6221	 11.987
           6222	 12.037
           6223	 12.037
           6224	 12.037
           6225	 12.037
           6226	 12.037
           6227	 12.037
           6228	 12.037
           6229	 12.037
           6230	 12.037
           6231	 12.037
           6232	 12.037
           6233	 12.089
           6234	 12.089
           6235	 12.089
           6236	 12.089
           6237	 12.089
           6238	 12.089
           6239	 12.089
           6240	 12.089
           6241	 12.089
           6242	 12.089
           6243	 12.089
           6244	 12.089
           6245	 12.139
           6246	 12.139
           6247	 12.139
           6248	 12.139
           6249	 12.139
           6250	 12.139
           6251	 12.139
           6252	 12.139
           6253	 12.139
           6254	 12.139
           6255	 12.139
           6256	 12.188
           6257	 12.188
           6258	 12.188
           6259	 12.188
           6260	 12.188
           6261	 12.188
           6262	 12.188
           6263	 12.188
           6264	 12.188
           6265	 12.188
           6266	 12.188
           6267	 12.188
           6268	 12.238
           6269	 12.238
           6270	 12.238
           6271	 12.238
           6272	 12.238
           6273	 12.238
           6274	 12.238
           6275	 12.238
           6276	 12.238
           6277	 12.238
           6278	 12.238
           6279	 12.283
           6280	 12.283
           6281	 12.283
           6282	 12.283
           6283	 12.283
           6284	 12.283
           6285	 12.283
           6286	 12.283
           6287	 12.283
           6288	 12.283
           6289	 12.283
           6290	 12.283
           6291	 12.330
           6292	 12.330
           6293	 12.330
           6294	 12.330
           6295	 12.330
           6296	 12.330
           6297	 12.330
           6298	 12.330
           6299	 12.330
           6300	 12.330
           6301	 12.330
           6302	 12.375
           6303	 12.375
           6304	 12.375
           6305	 12.375
           6306	 12.375
           6307	 12.375
           6308	 12.375
           6309	 12.375
           6310	 12.375
           6311	 12.375
           6312	 12.375
           6313	 12.375
           6314	 12.417
           6315	 12.417
           6316	 12.417
           6317	 12.417
           6318	 12.417
           6319	 12.417
           6320	 12.417
           6321	 12.417
           6322	 12.417
           6323	 12.417
           6324	 12.417
           6325	 12.459
           6326	 12.459
           6327	 12.459
           6328	 12.459
           6329	 12.459
           6330	 12.459
           6331	 12.459
           6332	 12.459
           6333	 12.459
           6334	 12.459
           6335	 12.459
           6336	 12.459
           6337	 12.502
           6338	 12.502
           6339	 12.502
           6340	 12.502
           6341	 12.502
           6342	 12.502
           6343	 12.502
           6344	 12.502
