sample interval	G1-EMG2
           1623	-17.186
           1624	-14.194
           1625	 -0.488
           1626	 11.752
           1627	 13.919
           1628	 10.989
           1629	 10.043
           1630	  9.921
           1631	  7.753
           1632	  4.182
           1633	  0.122
           1634	 -2.991
           1635	 -2.717
           1636	 -0.336
           1637	  0.305
           1638	 -2.289
           1639	 -5.647
           1640	 -5.769
           1641	 -6.319
           1642	 -7.814
           1643	 -2.442
           1644	  5.525
           1645	  6.288
           1646	  2.564
           1647	  1.679
           1648	  3.938
           1649	  2.869
           1650	 -1.984
           1651	 -3.602
           1652	 -0.366
           1653	  1.557
           1654	 -0.397
           1655	 -3.144
           1656	 -3.877
           1657	 -1.343
           1658	  3.785
           1659	  6.227
           1660	  4.274
           1661	  2.625
           1662	  2.473
           1663	  2.991
           1664	  1.740
           1665	 -4.396
           1666	 -9.341
           1667	 -7.570
           1668	 -4.518
           1669	 -3.694
           1670	 -2.106
           1671	 -0.366
           1672	 -0.885
           1673	  0.611
           1674	  3.938
           1675	  3.114
           1676	  3.083
           1677	  7.357
           1678	  9.127
           1679	  4.915
           1680	 -4.151
           1681	-12.424
           1682	 -9.951
           1683	  0.305
           1684	  6.624
           1685	  7.295
           1686	  6.227
           1687	  3.999
           1688	  0.031
           1689	 -3.694
           1690	 -4.487
           1691	 -3.571
           1692	 -5.678
           1693	-10.073
           1694	 -9.585
           1695	 -2.045
           1696	  4.701
           1697	  2.442
           1698	 -2.167
           1699	  1.374
           1700	  4.884
           1701	 -0.092
           1702	 -4.060
           1703	 -1.221
           1704	  1.252
           1705	  1.221
           1706	  4.090
           1707	  9.493
           1708	 11.538
           1709	  6.380
           1710	 -3.816
           1711	-13.004
           1712	-16.636
           1713	-12.424
           1714	 -8.547
           1715	-10.256
           1716	 -7.753
           1717	 -1.129
           1718	  2.411
           1719	  4.457
           1720	  8.578
           1721	 12.973
           1722	 14.408
           1723	 14.347
           1724	 10.897
           1725	  4.884
           1726	  0.336
           1727	 -6.502
           1728	-15.263
           1729	-23.901
           1730	-24.298
           1731	 -8.181
           1732	  9.371
           1733	 16.087
           1734	 16.148
           1735	 14.683
           1736	 15.995
           1737	 20.910
           1738	 21.429
           1739	 12.729
           1740	  2.900
           1741	 -5.739
           1742	-19.780
           1743	-35.684
           1744	-44.841
           1745	-30.037
           1746	 14.408
           1747	 51.313
           1748	 57.234
           1749	 39.499
           1750	  7.082
           1751	-14.621
           1752	 -5.830
           1753	 12.912
           1754	  6.563
           1755	-29.304
           1756	-62.454
           1757	-60.745
           1758	-42.918
           1759	-40.781
           1760	-21.947
           1761	 45.024
           1762	101.404
           1763	 89.042
           1764	 63.004
           1765	 67.888
           1766	 29.090
           1767	-49.145
           1768	-52.656
           1769	 -1.190
           1770	  7.540
           1771	-14.225
           1772	-25.885
           1773	-40.171
           1774	-59.341
           1775	-65.781
           1776	-39.927
           1777	  9.890
           1778	 30.617
           1779	  5.067
           1780	-17.399
           1781	 10.928
           1782	 74.878
           1783	 92.002
           1784	 11.416
           1785	-88.706
           1786	-107.448
           1787	-55.281
           1788	 -3.266
           1789	  0.458
           1790	-13.004
           1791	 19.078
           1792	 58.455
           1793	 21.062
           1794	-74.145
           1795	-118.223
           1796	-63.431
           1797	 17.155
           1798	 60.684
           1799	 69.444
           1800	 37.210
           1801	-22.955
           1802	-31.471
           1803	 44.292
           1804	109.951
           1805	 81.288
           1806	  6.013
           1807	-27.411
           1808	-30.617
           1809	-51.923
           1810	-38.645
           1811	 46.886
           1812	 96.123
           1813	 26.496
           1814	-75.000
           1815	-90.720
           1816	-28.571
           1817	  7.875
           1818	-19.139
           1819	-37.271
           1820	  0.153
           1821	 56.685
           1822	 78.755
           1823	 42.949
           1824	-23.443
           1825	-52.747
           1826	-27.015
           1827	  9.921
           1828	 38.278
           1829	 46.001
           1830	 14.347
           1831	-40.293
           1832	-74.389
           1833	-40.110
           1834	 49.725
           1835	104.121
           1836	 73.657
           1837	  5.311
           1838	-22.711
           1839	  9.035
           1840	 34.096
           1841	  8.852
           1842	-27.808
           1843	-51.404
           1844	-66.392
           1845	-54.487
           1846	-10.562
           1847	 36.630
           1848	 51.984
           1849	 38.675
           1850	 27.534
           1851	  5.403
           1852	-40.049
           1853	-65.263
           1854	-44.383
           1855	 11.416
           1856	 83.730
           1857	120.024
           1858	 61.874
           1859	-56.929
           1860	-117.705
           1861	-85.287
           1862	-44.475
           1863	-27.564
           1864	-15.079
           1865	-15.690
           1866	 -6.319
           1867	 19.902
           1868	 28.236
           1869	 23.230
           1870	 22.100
           1871	 33.028
           1872	 49.603
           1873	 43.315
           1874	  9.982
           1875	-12.149
           1876	 -2.869
           1877	  7.509
           1878	 -2.961
           1879	-28.877
           1880	-39.652
           1881	-18.315
           1882	  2.198
           1883	  8.242
           1884	  7.418
           1885	  4.396
           1886	 11.081
           1887	 21.551
           1888	 31.838
           1889	 47.100
           1890	 47.985
           1891	 13.889
           1892	-46.581
           1893	-94.109
           1894	-83.578
           1895	-23.718
           1896	 19.475
           1897	  6.013
           1898	-21.184
           1899	  1.526
           1900	 53.083
           1901	 66.514
           1902	 31.349
           1903	-18.346
           1904	-44.353
           1905	-32.143
           1906	 22.955
           1907	 88.553
           1908	 60.440
           1909	-54.212
           1910	-107.998
           1911	-64.194
           1912	-17.155
           1913	 -8.089
           1914	 -1.099
           1915	  7.479
           1916	 -8.944
           1917	-19.536
           1918	 19.231
           1919	 69.414
           1920	 63.797
           1921	 10.104
           1922	-29.884
           1923	-30.098
           1924	 -4.335
           1925	 25.794
           1926	 21.276
           1927	-25.092
           1928	-45.726
           1929	 -9.890
           1930	 20.055
           1931	 19.200
           1932	 23.260
           1933	 26.374
           1934	  8.028
           1935	 -5.067
           1936	  5.525
           1937	  1.984
           1938	-36.844
           1939	-59.035
           1940	-18.681
           1941	 44.597
           1942	 61.325
           1943	 30.830
           1944	  3.968
           1945	 11.844
           1946	 28.144
           1947	  5.433
           1948	-43.284
           1949	-64.835
           1950	-40.354
           1951	 -9.402
           1952	-12.668
           1953	-24.420
           1954	 -5.556
           1955	 24.145
           1956	 27.442
           1957	  8.059
           1958	 -3.968
           1959	  0.244
           1960	 -0.488
           1961	-12.882
           1962	 -1.740
           1963	 36.661
           1964	 39.499
           1965	 -8.150
           1966	-39.194
           1967	-19.261
           1968	 14.957
           1969	 24.725
           1970	 13.553
           1971	 15.018
           1972	 23.168
           1973	  2.656
           1974	-31.380
           1975	-38.095
           1976	  4.090
           1977	 62.790
           1978	 61.630
           1979	-13.431
           1980	-72.619
           1981	-48.382
           1982	  3.999
           1983	 14.377
           1984	 13.126
           1985	 39.103
           1986	 39.927
           1987	-16.697
           1988	-66.911
           1989	-64.591
           1990	-24.939
           1991	 33.639
           1992	 69.505
           1993	 33.944
           1994	-26.007
           1995	-36.569
           1996	-13.919
           1997	 11.203
           1998	 33.578
           1999	 33.913
           2000	  5.281
           2001	-32.570
           2002	-43.803
           2003	 -9.493
           2004	 21.795
           2005	  1.709
           2006	-33.639
           2007	-43.071
           2008	-36.081
           2009	-11.081
           2010	 42.521
           2011	 83.120
           2012	 56.838
           2013	 -5.861
           2014	-33.547
           2015	-14.194
           2016	 28.602
           2017	 71.429
           2018	 67.125
           2019	-14.316
           2020	-114.530
           2021	-137.424
           2022	-68.590
           2023	 17.308
           2024	 54.365
           2025	 46.093
           2026	 31.593
           2027	 28.327
           2028	 25.977
           2029	  6.441
           2030	-26.404
           2031	-44.902
           2032	-39.194
           2033	-15.507
           2034	 17.766
           2035	 39.133
           2036	 28.785
           2037	 -4.151
           2038	-30.220
           2039	-22.833
           2040	 25.916
           2041	 73.901
           2042	 55.128
           2043	-15.720
           2044	-50.366
           2045	-28.907
           2046	 -6.593
           2047	 -5.495
           2048	-16.545
           2049	-17.247
           2050	 -8.303
           2051	-19.658
           2052	-46.306
           2053	-41.941
           2054	-10.226
           2055	 17.949
           2056	 28.785
           2057	 20.238
           2058	  1.740
           2059	-14.835
           2060	-11.600
           2061	  9.096
           2062	 22.192
           2063	 17.155
           2064	  2.167
           2065	 -2.015
           2066	  5.433
           2067	 -1.190
           2068	-19.170
           2069	-20.910
           2070	  1.252
           2071	 30.525
           2072	 39.499
           2073	 30.128
           2074	 24.176
           2075	 13.736
           2076	-14.072
           2077	-32.387
           2078	-14.408
           2079	 16.789
           2080	 23.016
           2081	  1.587
           2082	-15.568
           2083	 -5.800
           2084	 17.216
           2085	 23.657
           2086	  9.554
           2087	 -2.167
           2088	 -4.274
           2089	 -5.861
           2090	-10.653
           2091	-11.233
           2092	  3.694
           2093	 22.924
           2094	 24.359
           2095	 16.026
           2096	 12.424
           2097	  2.747
           2098	-12.637
           2099	-20.055
           2100	-21.764
           2101	-23.657
           2102	-23.321
           2103	 -9.921
           2104	 15.324
           2105	 26.893
           2106	 13.126
           2107	 -8.272
           2108	-18.071
           2109	 -9.646
           2110	  5.067
           2111	  9.371
           2112	  6.013
           2113	  5.311
           2114	  7.204
           2115	  8.364
           2116	 10.897
           2117	 15.995
           2118	 17.155
           2119	  2.656
           2120	-19.231
           2121	-22.070
           2122	-13.248
           2123	-27.106
           2124	-56.716
           2125	-49.084
           2126	  6.013
           2127	 48.810
           2128	 44.292
           2129	 17.338
           2130	 -7.631
           2131	-23.718
           2132	-19.109
           2133	 -2.747
           2134	  3.266
           2135	 12.546
           2136	 34.066
           2137	 41.941
           2138	 23.230
           2139	 -0.946
           2140	 -7.906
           2141	 -2.991
           2142	 -0.092
           2143	 -1.587
           2144	 -8.211
           2145	-21.978
           2146	-39.042
           2147	-45.299
           2148	-28.358
           2149	  8.486
           2150	 41.514
           2151	 45.116
           2152	 31.136
           2153	 33.669
           2154	 47.375
           2155	 24.084
           2156	-39.805
           2157	-80.495
           2158	-64.683
           2159	-25.122
           2160	  0.946
           2161	  9.737
           2162	  5.739
           2163	 -9.646
           2164	 -8.974
           2165	 25.977
           2166	 52.137
           2167	 35.226
           2168	  6.502
           2169	 -1.221
           2170	 10.775
           2171	 18.437
           2172	 -0.061
           2173	-33.486
           2174	-59.035
           2175	-59.341
           2176	-17.277
           2177	 39.286
           2178	 45.696
           2179	  7.112
           2180	 -8.455
           2181	 19.261
           2182	 40.659
           2183	 23.443
           2184	 -6.624
           2185	-25.458
           2186	-30.250
           2187	-20.421
           2188	  2.442
           2189	 24.603
           2190	 19.597
           2191	-16.575
           2192	-51.129
           2193	-57.021
           2194	-28.175
           2195	 26.160
           2196	 67.613
           2197	 58.059
           2198	  9.799
           2199	-26.129
           2200	-20.971
           2201	 11.538
           2202	 36.813
           2203	 25.519
           2204	 -2.228
           2205	-13.584
           2206	-17.613
           2207	-21.947
           2208	-24.451
           2209	-28.449
           2210	-27.473
           2211	-14.530
           2212	  5.189
           2213	 22.741
           2214	 33.059
           2215	 27.778
           2216	  9.524
           2217	 -3.694
           2218	 -6.563
           2219	 -7.540
           2220	 -7.784
           2221	  0.427
           2222	  7.753
           2223	 -6.777
           2224	-27.137
           2225	-12.424
           2226	 28.022
           2227	 40.324
           2228	 13.645
           2229	 -9.799
           2230	 -9.585
           2231	 -6.441
           2232	-11.447
           2233	-13.980
           2234	-10.379
           2235	 -5.220
           2236	  1.282
           2237	  8.425
           2238	  2.930
           2239	-18.162
           2240	-23.382
           2241	  5.342
           2242	 29.701
           2243	 17.674
           2244	 -4.915
           2245	 -5.464
           2246	 12.057
           2247	 20.818
           2248	  9.219
           2249	 -5.067
           2250	-11.294
           2251	-14.225
           2252	-15.659
           2253	 -9.921
           2254	  7.875
           2255	 18.529
           2256	  7.204
           2257	 -8.700
           2258	-15.354
           2259	-12.118
           2260	 -8.822
           2261	 -8.730
           2262	  5.525
           2263	 19.200
           2264	  9.707
           2265	 -0.855
           2266	  0.519
           2267	  4.609
           2268	  9.158
           2269	 11.630
           2270	  6.716
           2271	 -4.518
           2272	-13.278
           2273	-12.118
           2274	 -2.503
           2275	 14.835
           2276	 37.546
           2277	 43.376
           2278	 13.889
           2279	-30.067
           2280	-52.686
           2281	-44.231
           2282	-22.314
           2283	 -5.830
           2284	  4.274
           2285	  9.524
           2286	  7.112
           2287	  3.632
           2288	  2.350
           2289	  2.961
           2290	  5.281
           2291	  5.922
           2292	  9.646
           2293	 18.864
           2294	 29.884
           2295	 31.593
           2296	  5.189
           2297	-31.746
           2298	-38.950
           2299	-22.985
           2300	-10.806
           2301	  0.427
           2302	  9.249
           2303	 10.714
           2304	 13.400
           2305	  5.678
           2306	-21.337
           2307	-37.851
           2308	-16.819
           2309	 21.856
           2310	 46.154
           2311	 52.076
           2312	 35.104
           2313	-10.012
           2314	-44.902
           2315	-34.188
           2316	-12.302
           2317	-14.408
           2318	-18.315
           2319	 -7.234
           2320	 -0.916
           2321	 -2.167
           2322	  7.204
           2323	 19.353
           2324	 13.095
           2325	 -4.029
           2326	-10.501
           2327	 -7.265
           2328	 -1.526
           2329	  6.593
           2330	 13.339
           2331	 20.452
           2332	 24.603
           2333	  9.829
           2334	-16.575
           2335	-24.328
           2336	 -9.707
           2337	 -3.632
           2338	 -9.310
           2339	 11.355
           2340	 46.093
           2341	 36.355
           2342	 -9.676
           2343	-32.662
           2344	-21.429
           2345	 -3.053
           2346	  6.807
           2347	  3.144
           2348	 -6.593
           2349	-10.714
           2350	 -9.829
           2351	-12.912
           2352	-16.361
           2353	-13.095
           2354	-10.745
           2355	  1.984
           2356	 33.150
           2357	 38.065
           2358	  1.648
           2359	-19.078
           2360	  4.701
           2361	 26.587
           2362	  5.281
           2363	-21.459
           2364	 -8.974
           2365	 21.032
           2366	 23.107
           2367	-13.492
           2368	-43.651
           2369	-26.618
           2370	  5.128
           2371	  5.952
           2372	 -6.136
           2373	  3.175
           2374	 24.176
           2375	 28.083
           2376	 11.600
           2377	 -3.694
           2378	 -8.120
           2379	-12.302
           2380	-21.215
           2381	-25.611
           2382	 -9.127
           2383	 25.122
           2384	 43.284
           2385	 23.810
           2386	-10.043
           2387	-20.238
           2388	 -3.510
           2389	 12.027
           2390	 12.821
           2391	  3.266
           2392	-11.905
           2393	-19.170
           2394	-25.549
           2395	-31.013
           2396	 -3.877
           2397	 38.858
           2398	 53.175
           2399	 36.264
           2400	  8.669
           2401	-22.436
           2402	-42.888
           2403	-20.299
           2404	  7.998
           2405	-19.017
           2406	-33.974
           2407	 14.042
           2408	 39.469
           2409	 15.354
           2410	 -5.403
           2411	  3.907
           2412	 34.188
           2413	 38.706
           2414	-11.142
           2415	-52.289
           2416	-16.087
           2417	 38.004
           2418	 53.816
           2419	 77.717
           2420	 71.947
           2421	-42.308
           2422	-142.155
           2423	-110.562
           2424	-44.048
           2425	  7.234
           2426	 80.617
           2427	 93.468
           2428	 -0.611
           2429	-67.277
           2430	-29.823
           2431	 -7.967
           2432	-55.128
           2433	-61.020
           2434	-30.769
           2435	 25.458
           2436	137.515
           2437	146.612
           2438	-11.416
           2439	-122.802
           2440	-70.635
           2441	  3.694
           2442	 15.659
           2443	 32.662
           2444	 62.424
           2445	 21.215
           2446	-98.413
           2447	-127.930
           2448	 -2.686
           2449	103.266
           2450	 97.222
           2451	 48.779
           2452	 18.346
           2453	 -1.557
           2454	 -6.899
           2455	 17.186
           2456	 29.457
           2457	 -9.310
           2458	-79.884
           2459	-114.530
           2460	-88.309
           2461	-49.054
           2462	 -8.150
           2463	 49.573
           2464	 87.210
           2465	 54.487
           2466	 -7.143
           2467	-10.897
           2468	 22.741
           2469	 24.023
           2470	 -2.442
           2471	-15.507
           2472	  1.618
           2473	 30.189
           2474	 32.143
           2475	  7.601
           2476	-21.764
           2477	-34.371
           2478	 -9.707
           2479	  3.968
           2480	-31.197
           2481	-55.556
           2482	-29.823
           2483	 11.996
           2484	 30.952
           2485	 14.225
           2486	 -5.464
           2487	 -1.526
           2488	  2.991
           2489	  3.602
           2490	  7.692
           2491	 13.858
           2492	 24.420
           2493	 17.705
           2494	 -8.944
           2495	-21.825
           2496	-12.943
           2497	 -3.449
           2498	 -6.960
           2499	 -8.669
           2500	  3.144
           2501	 18.101
           2502	 20.604
           2503	  2.930
           2504	 -4.731
           2505	  8.059
           2506	  3.144
           2507	-17.399
           2508	-25.305
           2509	-18.498
           2510	 -1.770
           2511	 13.095
           2512	 12.057
           2513	  2.076
           2514	 -8.639
           2515	-18.101
           2516	-19.017
           2517	 -9.799
           2518	  5.128
           2519	 19.750
           2520	 26.435
           2521	 22.497
           2522	 15.629
           2523	 14.011
           2524	 12.332
           2525	 -0.397
           2526	-19.109
           2527	-23.352
           2528	 -0.885
           2529	 16.819
           2530	  0.397
           2531	-14.499
           2532	 -4.792
           2533	  7.753
           2534	 18.590
           2535	 17.643
           2536	 -7.753
           2537	-22.589
           2538	-21.673
           2539	-19.933
           2540	  3.510
           2541	 25.672
           2542	 15.934
           2543	-10.836
           2544	-24.389
           2545	-15.659
           2546	  0.092
           2547	 28.968
           2548	 50.122
           2549	 18.071
           2550	-40.385
           2551	-46.612
           2552	  9.554
           2553	 45.849
           2554	 19.383
           2555	-22.863
           2556	-28.297
           2557	 -3.571
           2558	  6.502
           2559	 -4.670
           2560	-14.713
           2561	-14.988
           2562	-10.745
           2563	-17.430
           2564	-23.016
           2565	 -3.785
           2566	 17.949
           2567	 19.231
           2568	 17.643
           2569	 18.407
           2570	 12.027
           2571	 11.294
           2572	 16.636
           2573	  9.737
           2574	 -4.396
           2575	 -8.944
           2576	 -9.066
           2577	-14.286
           2578	 -6.288
           2579	 17.949
           2580	 11.355
           2581	-13.828
           2582	 -3.388
           2583	  6.074
           2584	-13.584
           2585	-22.283
           2586	 -0.641
           2587	 27.656
           2588	 33.791
           2589	 12.851
           2590	-14.499
           2591	-18.926
           2592	-14.164
           2593	-22.894
           2594	-24.451
           2595	-16.819
           2596	 -9.219
           2597	  6.258
           2598	 20.696
           2599	 28.236
           2600	 24.481
           2601	  1.465
           2602	-21.215
           2603	-13.309
           2604	 24.389
           2605	 50.672
           2606	 34.127
           2607	 11.050
           2608	  3.114
           2609	-31.563
           2610	-68.773
           2611	-43.742
           2612	 18.498
           2613	 42.582
           2614	 16.270
           2615	-16.392
           2616	-34.707
           2617	-24.664
           2618	 18.101
           2619	 43.284
           2620	 22.619
           2621	 -0.488
           2622	 -8.181
           2623	 -6.502
           2624	 13.248
           2625	 26.099
           2626	  0.580
           2627	-40.201
           2628	-46.825
           2629	-20.421
           2630	 10.806
           2631	 35.470
           2632	 30.830
           2633	  2.717
           2634	-12.637
           2635	-21.978
           2636	-34.280
           2637	-19.078
           2638	 17.247
           2639	 45.849
           2640	 54.060
           2641	 22.253
           2642	-27.015
           2643	-53.663
           2644	-49.451
           2645	-18.315
           2646	 21.520
           2647	 45.757
           2648	 42.735
           2649	 15.079
           2650	 -7.418
           2651	  3.510
           2652	 20.788
           2653	 10.256
           2654	-17.033
           2655	-26.893
           2656	  4.945
           2657	 43.803
           2658	 34.493
           2659	 -6.593
           2660	-39.652
           2661	-47.009
           2662	-30.891
           2663	-11.600
           2664	  4.853
           2665	  7.173
           2666	 -6.197
           2667	 -2.656
           2668	 19.658
           2669	 33.455
           2670	 34.158
           2671	 28.541
           2672	 29.579
           2673	 25.977
           2674	-15.812
           2675	-60.745
           2676	-47.527
           2677	 -9.371
           2678	 -4.212
           2679	-18.437
           2680	-24.908
           2681	-23.291
           2682	-17.277
           2683	 -5.159
           2684	 14.560
           2685	 27.289
           2686	 29.304
           2687	 26.313
           2688	  3.632
           2689	-32.967
           2690	-55.250
           2691	-37.882
           2692	 18.162
           2693	 61.844
           2694	 53.358
           2695	 16.056
           2696	 -8.639
           2697	-14.194
           2698	-17.063
           2699	-18.437
           2700	-11.905
           2701	 -6.349
           2702	 -1.984
           2703	  7.662
           2704	 10.531
           2705	  5.769
           2706	  9.188
           2707	 18.132
           2708	 17.063
           2709	 -2.442
           2710	-23.107
           2711	-20.177
           2712	 -5.769
           2713	 -2.839
           2714	 -6.899
           2715	  0.916
           2716	 15.995
           2717	 10.623
           2718	-12.943
           2719	-25.824
           2720	-21.642
           2721	-15.385
           2722	 -9.005
           2723	  2.564
           2724	 12.057
           2725	 14.957
           2726	 13.980
           2727	 14.164
           2728	 17.399
           2729	 14.927
           2730	  3.205
           2731	 -5.128
           2732	  0.855
           2733	 11.203
           2734	  2.717
           2735	-22.375
           2736	-34.127
           2737	-11.538
           2738	 36.783
           2739	 63.462
           2740	 24.878
           2741	-50.977
           2742	-87.393
           2743	-52.228
           2744	  8.700
           2745	 39.133
           2746	 29.151
           2747	  5.891
           2748	 -4.609
           2749	  0.336
           2750	  7.082
           2751	  3.724
           2752	 -5.983
           2753	-10.745
           2754	 -7.723
           2755	 -4.548
           2756	 -8.150
           2757	-12.302
           2758	 -4.121
           2759	  9.463
           2760	 13.004
           2761	 14.255
           2762	 21.093
           2763	 21.551
           2764	 12.057
           2765	 -2.381
           2766	-17.766
           2767	-20.391
           2768	 -6.807
           2769	  7.631
           2770	 12.088
           2771	 10.440
           2772	 10.317
           2773	  8.272
           2774	 -1.954
           2775	-10.470
           2776	 -4.670
           2777	 -0.153
           2778	-15.415
           2779	-30.098
           2780	-19.841
           2781	  6.502
           2782	 24.328
           2783	 25.305
           2784	 20.940
           2785	 16.972
           2786	  8.547
           2787	 -4.945
           2788	-16.484
           2789	-18.834
           2790	-11.203
           2791	 -7.845
           2792	-14.866
           2793	-14.103
           2794	  3.053
           2795	 19.505
           2796	 15.659
           2797	 -2.564
           2798	-13.400
           2799	-13.187
           2800	 -6.624
           2801	 14.560
           2802	 37.485
           2803	 34.493
           2804	 13.828
           2805	 -1.679
           2806	-11.661
           2807	-22.039
           2808	-27.808
           2809	-23.168
           2810	 -9.463
           2811	  9.188
           2812	 22.558
           2813	 14.896
           2814	-11.142
           2815	-37.668
           2816	-45.360
           2817	-19.536
           2818	 20.910
           2819	 44.383
           2820	 46.551
           2821	 31.410
           2822	  6.532
           2823	 -7.937
           2824	 -4.121
           2825	 -0.855
           2826	-14.652
           2827	-26.557
           2828	-18.040
           2829	 -6.074
           2830	 -5.861
           2831	-12.088
           2832	-11.355
           2833	  0.641
           2834	  4.945
           2835	 -7.204
           2836	 -8.761
           2837	 11.142
           2838	 26.129
           2839	 30.372
           2840	 30.098
           2841	  1.770
           2842	-52.869
           2843	-70.910
           2844	-19.841
           2845	 45.024
           2846	 66.148
           2847	 44.383
           2848	  4.274
           2849	-24.054
           2850	-20.910
           2851	 -5.556
           2852	 -1.068
           2853	  0.336
           2854	  8.425
           2855	 17.918
           2856	 16.606
           2857	 -1.832
           2858	-28.236
           2859	-40.140
           2860	-18.193
           2861	 19.933
           2862	 26.893
           2863	 -9.921
           2864	-42.216
           2865	-30.952
           2866	  2.167
           2867	 22.589
           2868	 24.512
           2869	 11.874
           2870	 -6.654
           2871	-10.440
           2872	  3.419
           2873	 17.094
           2874	 17.888
           2875	  2.839
           2876	 -7.845
           2877	 13.004
           2878	 41.880
           2879	 28.144
           2880	-20.635
           2881	-44.567
           2882	-22.802
           2883	  5.067
           2884	 10.256
           2885	  5.403
           2886	  4.579
           2887	 -1.007
           2888	 -9.676
           2889	 -5.189
           2890	  3.510
           2891	 -0.183
           2892	-10.317
           2893	-12.393
           2894	  3.571
           2895	 22.863
           2896	 20.360
           2897	  2.534
           2898	-12.393
           2899	-19.078
           2900	-15.751
           2901	 -3.236
           2902	  9.615
           2903	  9.280
           2904	 -7.479
           2905	-20.543
           2906	-11.661
           2907	  7.204
           2908	 13.095
           2909	  4.762
           2910	 -8.028
           2911	-17.949
           2912	-17.674
           2913	-14.835
           2914	 -4.609
           2915	 22.497
           2916	 40.965
           2917	 31.716
           2918	  9.280
           2919	  0.366
           2920	 13.187
           2921	 25.305
           2922	 22.863
           2923	 14.438
           2924	  0.519
           2925	-25.916
           2926	-54.640
           2927	-56.074
           2928	-24.206
           2929	  1.618
           2930	  0.824
           2931	  8.242
           2932	 33.394
           2933	 40.781
           2934	 24.542
           2935	  2.900
           2936	-15.659
           2937	-25.733
           2938	-20.116
           2939	 -4.396
           2940	  6.013
           2941	  5.128
           2942	 -3.388
           2943	-11.691
           2944	-10.317
           2945	  5.495
           2946	 20.665
           2947	 15.934
           2948	 -1.160
           2949	-11.874
           2950	-11.783
           2951	 -4.731
           2952	  4.640
           2953	 12.790
           2954	 10.745
           2955	-15.385
           2956	-44.505
           2957	-36.203
           2958	  3.663
           2959	 38.034
           2960	 45.635
           2961	 30.433
           2962	 14.164
           2963	  7.387
           2964	 -0.855
           2965	 -5.037
           2966	  6.532
           2967	  8.028
           2968	-19.597
           2969	-42.949
           2970	-28.358
           2971	  6.349
           2972	 26.770
           2973	 29.121
           2974	 19.597
           2975	 -5.495
           2976	-40.537
           2977	-52.991
           2978	-17.216
           2979	 28.327
           2980	 29.670
           2981	  9.096
           2982	  8.059
           2983	  5.464
           2984	-12.118
           2985	-12.027
           2986	  8.761
           2987	 19.444
           2988	 17.674
           2989	 13.919
           2990	-12.179
           2991	-60.012
           2992	-72.711
           2993	-33.516
           2994	  5.311
           2995	 15.934
           2996	 12.698
           2997	 17.827
           2998	 36.538
           2999	 41.209
           3000	 17.063
           3001	 -6.532
           3002	 -5.098
           3003	  8.761
           3004	 15.690
           3005	 14.988
           3006	 14.805
           3007	  9.219
           3008	-10.256
           3009	-27.991
           3010	-26.190
           3011	-11.325
           3012	  0.580
           3013	  0.397
           3014	 -5.525
           3015	  4.243
           3016	 23.993
           3017	 22.833
           3018	 -3.602
           3019	-30.586
           3020	-32.631
           3021	-15.324
           3022	 -1.465
           3023	  6.105
           3024	  8.883
           3025	  3.266
           3026	 -1.252
           3027	  3.114
           3028	  7.387
           3029	  7.387
           3030	 11.081
           3031	 15.079
           3032	  6.899
           3033	-11.355
           3034	-23.504
           3035	-23.443
           3036	-18.071
           3037	 -3.266
           3038	 16.545
           3039	 20.085
           3040	  8.761
           3041	  0.366
           3042	  0.611
           3043	  6.899
           3044	 15.079
           3045	 17.277
           3046	 12.912
           3047	 12.118
           3048	 13.797
           3049	  5.220
           3050	-12.912
           3051	-29.090
           3052	-33.639
           3053	-23.046
           3054	-11.142
           3055	 -7.173
           3056	 -0.763
           3057	  2.289
           3058	 -8.394
           3059	 -9.127
           3060	 11.477
           3061	 21.642
           3062	  8.333
           3063	 -4.182
           3064	 -2.228
           3065	 10.745
           3066	 25.336
           3067	 21.734
           3068	 -5.586
           3069	-30.769
           3070	-30.037
           3071	 -8.516
           3072	 12.393
           3073	 16.056
           3074	  1.252
           3075	-13.156
           3076	 -8.822
           3077	  3.907
           3078	  8.242
           3079	  6.410
           3080	  4.243
           3081	  7.509
           3082	 17.796
           3083	 21.703
           3084	 15.995
           3085	  6.807
           3086	 -9.615
           3087	-25.549
           3088	-23.932
           3089	-13.431
           3090	-15.965
           3091	-22.405
           3092	-11.233
           3093	  8.669
           3094	 18.407
           3095	 15.904
           3096	 12.363
           3097	 10.836
           3098	  0.366
           3099	-12.302
           3100	-10.195
           3101	  1.893
           3102	 11.935
           3103	 13.339
           3104	  5.678
           3105	 -2.656
           3106	 -2.961
           3107	  2.381
           3108	  4.426
           3109	  1.984
           3110	  0.824
           3111	  5.586
           3112	  9.646
           3113	  0.519
           3114	-19.963
           3115	-34.554
           3116	-29.426
           3117	-10.714
           3118	  3.297
           3119	  6.777
           3120	  8.211
           3121	 12.271
           3122	 14.072
           3123	  4.212
           3124	-11.081
           3125	 -5.495
           3126	 16.636
           3127	 20.269
           3128	  6.777
           3129	  0.702
           3130	 -0.366
           3131	 -6.929
           3132	-13.248
           3133	 -7.570
           3134	  7.418
           3135	 15.720
           3136	 10.470
           3137	 -3.419
           3138	-11.874
           3139	 -4.915
           3140	  8.486
           3141	 20.055
           3142	 21.184
           3143	  1.068
           3144	-25.366
           3145	-33.089
           3146	-20.971
           3147	 -5.708
           3148	  2.900
